adjective,posneg,panasnum,images,key,corrAnsw,condFile,condFileIm,cueFile,cueFileIm,recogFile,recogFileIm,cues,stimulus,CORRanswer,trialtype,valArous,block,StimulusType,ValArous,image,Panas_routine.thisRepN,Panas_routine.thisTrialN,Panas_routine.thisN,Panas_routine.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,skip_routine.thisRepN,skip_routine.thisTrialN,skip_routine.thisN,skip_routine.thisIndex,illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Group.thisRepN,Group.thisTrialN,Group.thisN,Group.thisIndex,loop_cues.thisRepN,loop_cues.thisTrialN,loop_cues.thisN,loop_cues.thisIndex,loop_cues2.thisRepN,loop_cues2.thisTrialN,loop_cues2.thisN,loop_cues2.thisIndex,instruction_wordfirst.thisRepN,instruction_wordfirst.thisTrialN,instruction_wordfirst.thisN,instruction_wordfirst.thisIndex,instruction_image_first.thisRepN,instruction_image_first.thisTrialN,instruction_image_first.thisN,instruction_image_first.thisIndex,PM_task_loop.thisRepN,PM_task_loop.thisTrialN,PM_task_loop.thisN,PM_task_loop.thisIndex,recog_task_loop.thisRepN,recog_task_loop.thisTrialN,recog_task_loop.thisN,recog_task_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,finalLoop.thisRepN,finalLoop.thisTrialN,finalLoop.thisN,finalLoop.thisIndex,rating.response,rating.rt,key_resp_6.keys,key_resp_6.rt,key_resp_6.corr,key_resp_6.rtFirst,key_resp_4.keys,key_resp_4.rt,key_resp_7.keys,key_resp_7.rt,key_resp_PM.keys,key_resp_PM.corr,key_resp_PM.rt,key_resp_PM.lenient,key_resp_18.keys,key_resp_18.corr,key_resp_18.rt,participant,Group,session,date,expName,psychopyVersion,frameRate,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/8034.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2151.jpg,h,4,PosL1,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,None,0,[],0,,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1931.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/7830.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1931.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/7650.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5395.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2520.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5395.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/8090.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/6910.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2274.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2301.jpg,h,2,NeGL1,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,None,0,[],0,,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2274.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2688.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5260.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/8501.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5260.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5460.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/8065.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5460.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5831.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1022.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5831.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/7405.jpg,h,7,PosH1,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,,,,,None,0,[],0,,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2211.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/9330.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/6021.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/9330.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/7650.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1313.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/9400.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1313.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5920.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2222.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1935.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/7042.jpg,h,3,NeuL1,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,,,,,None,0,[],0,,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1935.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2410.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2720.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2590.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1122.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2590.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5920.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2211.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/9909.jpg,h,6,NegH1,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,,,,,None,0,[],0,,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/6415.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/1122.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/6415.jpg,d,1,Hit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/9342.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2650.jpg,l,0,NoHit,1,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,,,,,None,0,[],[],,,,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2456.jpg,,,,,Images,None,Pictures/2456.jpg,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,l,1,3.4704539891099557,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2301.jpg,,,,,Images,NegL1,Pictures/2301.jpg,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,l,0,0.11319814110174775,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/9909.jpg,,,,,Images,NegH2,Pictures/9909.jpg,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,l,0,0.0932333585806191,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5920.jpg,,,,,Images,None,Pictures/5920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,l,1,0.10882079973816872,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,d,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/2151.jpg,,,,,Images,PosL2,Pictures/2151.jpg,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,l,0,0.10962889960501343,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
,,,,,l,PM_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,Pictures/5395.jpg,,,,,Images,None,Pictures/5395.jpg,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,l,1,0.10414928325917572,,B,1,2019_Jul_01_1949,PM,3.0.6,60.05889923911877,
